seq_id	function	taxonomy	novelty	gcf_id
ERR2604096__k119_35740	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Sphingomonadales;f_Zymomonadaceae;g_Zymomonas;s_Zymomonas mobilis;-_Zymomonas mobilis subsp. mobilis;-_Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	1.16817322746612	141
ERR2604096__k119_70770	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria	1.27939965624457	78
ERR2604106__k119_152932	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae;g_Methylomonas;-_unclassified Methylomonas;s_Methylomonas sp.	1.14486609106991	550
ERR2604106__k119_166093	resorcinol	-_cellular organisms	1.13846555032268	534
ERR2604106__k119_327434	betalactone	-_cellular organisms;d_Bacteria	1.20737817827057	527
ERR2604106__k119_249846	terpene	-_cellular organisms	1.20308034453567	97
ERR2604107__k119_269163	terpene	-_cellular organisms;d_Archaea;p_Euryarchaeota;-_Stenosarchaea group;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula japonica;-_Haloarcula japonica DSM 6131	0.855122694810127	334
ERR2604107__k119_260221	redox-cofactor	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	1.02934316167672	454
ERR2604107__k119_260654	terpene	-_cellular organisms;d_Bacteria	1.12128999983112	277
ERR2604107__k119_52256	terpene	-_cellular organisms;d_Bacteria	1.19197169966423	369
ERR2604107__k119_202308	terpene	-_cellular organisms;d_Bacteria	1.21572475852507	55
ERR2604107__k119_272324	terpene	-_cellular organisms	1.22333386631984	720
ERR2604079__k119_133352	RRE-containing	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.1458309869452	446
ERR2604079__k119_16806	terpene	-_cellular organisms;d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Leptospirales;f_Leptospiraceae;g_Leptospira	1.23537586504719	690
ERR2604079__k119_184982	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium	1.17652421767957	349
ERR2604079__k119_39911	terpene	-_cellular organisms;d_Bacteria	1.18670765457261	391
ERR2604079__k119_215429	terpene	-_cellular organisms	1.15303554600613	479
ERR2604079__k119_106551	T3PKS	-_cellular organisms;d_Bacteria	1.03352662311375	465
ERR2604079__k119_216786	terpene	-_cellular organisms;d_Bacteria	1.2118359943037	391
ERR2604079__k119_4969	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	1.17596037643356	391
ERR2604079__k119_137403	terpene	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Mycoplasmatota;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Ureaplasma;s_Ureaplasma parvum;-_Ureaplasma parvum serovar 3;-_Ureaplasma parvum serovar 3 str. ATCC 700970	1.20479110378276	806
ERR2604079__k119_49027	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	1.14862363937518	334
ERR2604103__k119_12202	terpene	-_cellular organisms	0.978591608442307	807
ERR2604103__k119_39391	hserlactone	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria	1.18236271767307	572
ERR2604103__k119_156679	terpene	-_cellular organisms;d_Bacteria	1.20066470999344	391
ERR2604103__k119_31583	hserlactone	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales	1.16484735441626	338
ERR2604103__k119_113549	arylpolyene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Candidatus Pelagibacterales;f_Pelagibacteraceae;g_Candidatus Pelagibacter;s_Candidatus Pelagibacter ubique;-_Candidatus Pelagibacter ubique HTCC1062	1.22991076868241	1026
ERR2604103__k119_185302	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.04033422728251	391
ERR2604103__k119_52426	terpene	-_cellular organisms;d_Bacteria;-_Terrabacteria group;-_Cyanobacteriota/Melainabacteria group;p_Cyanobacteriota;c_Cyanophyceae;o_Synechococcales	1.13487047943089	16
ERR2604103__k119_125276	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota	1.16147371518258	349
ERR2604103__k119_136182	redox-cofactor	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Paracoccaceae;g_Paracoccus;s_Paracoccus denitrificans	0.992971232893076	454
ERR2604103__k119_127085	betalactone	-_root	1.16677025322825	210
ERR2604093__k119_147502	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria	1.09779325994739	334
ERR2604093__k119_178052	terpene	-_cellular organisms;d_Bacteria	1.22782919653115	809
ERR2604093__k119_154047	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Paracoccaceae	0.869948498640408	241
ERR2604093__k119_171977	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	1.20851037407061	80
ERR2604093__k119_178604	terpene	-_cellular organisms;d_Bacteria	1.0033826735948	391
ERR2604093__k119_88343	terpene	-_cellular organisms	1.1884942828089	391
ERR2604093__k119_155548	terpene	-_cellular organisms;d_Bacteria	0.94425735130451	334
ERR2604093__k119_58283	terpene	-_cellular organisms	1.18074543167994	391
ERR2604093__k119_88695	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	1.14862363937518	334
ERR2604093__k119_88714	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Paracoccaceae	1.08422350732034	241
ERR2604108__k119_22147	betalactone	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales	1.22756234678558	210
ERR2604108__k119_70665	terpene	-_cellular organisms	1.18844763326324	690
ERR2604108__k119_168490	betalactone	-_cellular organisms;d_Bacteria	1.21386425181331	527
ERR2604108__k119_218858	RRE-containing	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.2022062234803	3
ERR2604108__k119_44799	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Christiangramia;s_Christiangramia forsetii;-_Christiangramia forsetii KT0803	1.27816149030728	391
ERR2604108__k119_287801	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	0.97775617049427	391
ERR2604108__k119_103562	RRE-containing	-_cellular organisms;d_Archaea;-_TACK group;p_Nitrososphaerota;o_Cenarchaeales;f_Cenarchaeaceae;g_Cenarchaeum;s_Cenarchaeum symbiosum;-_Cenarchaeum symbiosum A	1.13044084474978	153
ERR2604109__k119_249206	betalactone	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales	1.22756234678558	210
ERR2604109__k119_232529	betalactone	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales	1.21133250290695	210
ERR2604109__k119_198550	terpene	-_cellular organisms;d_Archaea;p_Euryarchaeota;-_Stenosarchaea group;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula japonica;-_Haloarcula japonica DSM 6131	0.89100499080511	334
ERR2604078__k119_46265	betalactone	-_cellular organisms;d_Bacteria	1.18927797025582	527
ERR2604078__k119_32057	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Paracoccaceae	0.843332469445877	241
ERR2604078__k119_3674	terpene	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda	1.20066470999344	391
ERR2604078__k119_55524	terpene	-_cellular organisms;d_Bacteria	1.15646480428542	3
ERR2604078__k119_33883	RiPP-like	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.11933579964297	31
ERR2604078__k119_196934	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	1.09896945226379	334
ERR2604078__k119_146659	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Paracoccaceae	1.1366068185521	391
ERR2604079__k119_80098	betalactone	-_cellular organisms;d_Bacteria	1.16453956838517	250
ERR2604079__k119_174650	terpene	-_cellular organisms;d_Bacteria	1.01142057656232	80
ERR2604079__k119_29247	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Paracoccaceae	0.57465981679515	241
ERR2604104__k119_261823	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	1.13267605622217	334
ERR2604104__k119_68934	terpene	-_cellular organisms;d_Bacteria	1.24407631804485	391
ERR2604104__k119_232137	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli;-_Escherichia coli K-12	1.26236200743337	690
ERR2604104__k119_213156	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.05593455097089	810
ERR2604105__k119_292654	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	0.999919935992345	391
ERR2604105__k119_210627	betalactone	-_cellular organisms;d_Bacteria	1.17104713792592	277
ERR2604105__k119_263764	terpene	-_cellular organisms;d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Leptospirales;f_Leptospiraceae;g_Leptospira	1.1685895283655	391
ERR2604105__k119_289534	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli;-_Escherichia coli K-12	0.951610723204314	334
ERR2604106__k119_368962	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	1.12835333928835	349
ERR2604106__k119_441	betalactone	-_cellular organisms;d_Bacteria	1.16506713555006	277
ERR2604093__k119_65453	terpene	-_cellular organisms;d_Bacteria	1.0523746868903	334
ERR2604093__k119_59739	terpene	-_root	1.18670765457261	391
ERR2604094__k119_57403	terpene	-_cellular organisms;d_Bacteria	1.20788998638102	3
ERR2604094__k119_201034	terpene	-_cellular organisms;d_Bacteria	0.9376201701451	334
ERR2604094__k119_208174	terpene	-_cellular organisms;d_Bacteria	1.12905372606447	80
ERR2604094__k119_179612	hserlactone	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.14671208567053	572
ERR2604094__k119_57803	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	1.14862363937518	334
ERR2604094__k119_158741	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	0.863434410200699	334
ERR2604094__k119_123130	terpene	-_cellular organisms;d_Bacteria	1.20055018782515	391
ERR2604094__k119_51552	terpene	-_cellular organisms;d_Bacteria	1.18670765457261	391
ERR2604110__k119_139571	phosphonate	-_cellular organisms	1.17998151669838	16
ERR2604071__k119_144067	phosphonate	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Kitasatosporales;f_Streptomycetaceae;g_Streptomyces	1.06274573622668	16
ERR2604071__k119_50764	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	0.971302320426668	369
ERR2604071__k119_65188	terpene	-_cellular organisms;d_Bacteria	1.18180511010692	97
ERR2604071__k119_29665	resorcinol	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Phyllobacteriaceae;g_Mesorhizobium;s_Mesorhizobium japonicum;-_Mesorhizobium japonicum MAFF 303099	1.24941216280787	412
ERR2604071__k119_29813	terpene	-_cellular organisms;d_Archaea;p_Euryarchaeota	1.15980998667292	97
ERR2604071__k119_154594	betalactone	-_cellular organisms;d_Bacteria	1.20892263190542	527
ERR2604071__k119_63513	terpene	-_cellular organisms;d_Archaea	1.21393518938705	97
ERR2604073__k119_179028	terpene	-_cellular organisms;d_Archaea;p_Euryarchaeota;-_Stenosarchaea group;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula japonica;-_Haloarcula japonica DSM 6131	0.900381489078992	334
ERR2604073__k119_132345	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.23517543327851	3
ERR2604079__k119_182340	terpene	-_cellular organisms;d_Bacteria	1.1884942828089	391
ERR2604079__k119_73167	terpene	-_cellular organisms;d_Bacteria	1.19593803746506	80
ERR2604079__k119_117075	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	0.975900072948533	369
ERR2604079__k119_110012	RiPP-like	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.10251324683528	31
ERR2604079__k119_22614	hserlactone	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria	1.13826470332682	572
ERR2604079__k119_211812	terpene	-_cellular organisms;d_Bacteria	1.15123687603943	714
ERR2604079__k119_88046	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.09779325994739	334
ERR2604079__k119_168925	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	1.20348812989301	80
ERR2604079__k119_147377	terpene	-_cellular organisms;d_Bacteria	1.18670765457261	391
ERR2604079__k119_212950	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria	1.06005363202943	391
ERR2604093__k119_173829	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	1.20348812989301	80
ERR2604093__k119_155954	terpene	-_cellular organisms	0.973290771372397	807
ERR2604093__k119_120041	terpene	-_cellular organisms;d_Bacteria	1.16821803794895	80
ERR2604093__k119_96136	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.13292182334997	334
ERR2604093__k119_482	terpene	-_cellular organisms;d_Bacteria	1.18670765457261	391
ERR2604093__k119_84913	terpene	-_cellular organisms;d_Bacteria	1.21872087343968	391
ERR2604093__k119_43021	terpene	-_cellular organisms;d_Bacteria	1.2210357740007	391
ERR2604093__k119_168957	terpene	-_cellular organisms;d_Bacteria	1.18670765457261	391
ERR2604093__k119_61291	T3PKS	-_cellular organisms;d_Bacteria	0.968185955531847	465
ERR2604093__k119_37464	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	1.16902318750454	349
ERR2604081__k119_183351	terpene	-_cellular organisms;d_Bacteria	1.18670765457261	391
ERR2604081__k119_75459	terpene	-_cellular organisms;d_Archaea	1.15382148828074	391
ERR2604081__k119_158824	arylpolyene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	0.957895489828136	948
ERR2604081__k119_25766	redox-cofactor	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria	0.984432367561155	454
ERR2604081__k119_142270	terpene	-_cellular organisms;d_Bacteria	1.22581385243439	809
ERR2604081__k119_217126	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.00982082125279	391
ERR2604081__k119_17526	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.18637311424613	391
ERR2604081__k119_50965	T3PKS	-_cellular organisms;d_Bacteria	0.992070434258722	465
ERR2604081__k119_201068	hserlactone	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Roseobacteraceae	1.02769627513478	541
ERR2604081__k119_176533	terpene	-_cellular organisms;d_Bacteria	1.18084210057838	479
ERR2604101__k119_164063	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria	1.05594991103743	369
ERR2604101__k119_97857	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.22331156498334	3
ERR2604101__k119_119898	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.02061670880813	369
ERR2604102__k119_182218	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota	1.20851037407061	80
ERR2604102__k119_91243	terpene	-_cellular organisms;d_Bacteria	1.18670765457261	391
ERR2604102__k119_78269	terpene	-_cellular organisms	1.17341767077665	391
ERR2604102__k119_33235	hserlactone	-_cellular organisms;d_Bacteria	1.13870395072408	106
ERR2604102__k119_189886	betalactone	-_cellular organisms;d_Bacteria	1.20000117704831	527
ERR2604102__k119_185050	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota	1.1463972358777	349
ERR2604102__k119_9936	T3PKS	-_cellular organisms;d_Bacteria	0.992070434258722	465
ERR2604096__k119_238092	terpene	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;-_Mycobacterium tuberculosis complex;s_Mycobacterium tuberculosis	1.07575562834732	97
ERR2604096__k119_150918	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.18665304658818	611
ERR2604096__k119_160058	terpene	-_cellular organisms;d_Archaea	1.1685895283655	391
ERR2604096__k119_72078	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.15518926233487	391
ERR2604096__k119_19900	terpene	-_cellular organisms;d_Bacteria	1.1884942828089	391
ERR2604096__k119_152049	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	1.1463972358777	349
ERR2604096__k119_169559	betalactone	-_cellular organisms	1.11728588871484	277
ERR2604096__k119_171205	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	0.935901922617495	334
ERR2604096__k119_144686	terpene	-_cellular organisms	1.17090951741236	3
ERR2604097__k119_176336	betalactone	-_cellular organisms;d_Bacteria	1.16847559025914	527
ERR2604075__k119_149716	RiPP-like	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rickettsiales;f_Rickettsiaceae;-_Rickettsieae;g_Rickettsia	1.18245559319225	51
ERR2604075__k119_51279	terpene	-_cellular organisms	1.20906218232799	241
ERR2604075__k119_194221	T3PKS	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;-_Bacillus subtilis group;s_Bacillus subtilis;-_Bacillus subtilis subsp. subtilis;-_Bacillus subtilis subsp. subtilis str. 168	0.919586268184811	1088
ERR2604075__k119_104405	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Christiangramia;s_Christiangramia forsetii;-_Christiangramia forsetii KT0803	1.27816149030728	391
ERR2604075__k119_97208	RiPP-like	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	1.18245559319225	51
ERR2604076__k119_101797	redox-cofactor	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	1.02181289614238	454
ERR2604076__k119_56905	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Betaproteobacteria	1.22331156498334	3
ERR2604076__k119_73938	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Paracoccaceae	0.791139624987777	241
ERR2604076__k119_158569	terpene	-_cellular organisms;d_Bacteria	1.03515446866943	391
ERR2604076__k119_79691	terpene	-_cellular organisms;d_Bacteria	1.20055018782515	391
ERR2604080__k119_275999	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	1.15445270065	349
ERR2604080__k119_245239	terpene	-_cellular organisms;d_Bacteria	1.24407631804485	391
ERR2604080__k119_89564	terpene	-_cellular organisms;d_Bacteria	1.01880235724041	391
ERR2604080__k119_215312	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium	1.20055018782515	391
ERR2604080__k119_81400	terpene	-_cellular organisms;d_Bacteria	1.18670765457261	391
ERR2604080__k119_101875	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.07710451431044	391
ERR2604080__k119_60838	betalactone	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria	1.20950961782819	210
ERR2604081__k119_91566	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae	1.1463972358777	349
ERR2604081__k119_224752	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria	1.09779325994739	334
ERR2604081__k119_216473	betalactone	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales	1.15185324787428	192
ERR2604074__k119_161871	terpene	-_cellular organisms;d_Archaea;p_Euryarchaeota;-_Stenosarchaea group;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula japonica;-_Haloarcula japonica DSM 6131	1.0271641763694	334
ERR2604074__k119_2201	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria	1.19269311675242	838
ERR2604074__k119_149048	terpene	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Christiangramia;s_Christiangramia forsetii;-_Christiangramia forsetii KT0803	1.26236200743337	690
ERR2604074__k119_129389	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria	1.2453558876325	78
ERR2604074__k119_55957	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Paracoccaceae	0.920023530142454	241
ERR2604074__k119_157843	terpene	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium	1.26236200743337	690
ERR2604074__k119_43485	terpene	-_cellular organisms	1.12800404471394	3
ERR2604074__k119_19753	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.0408953152545	241
ERR2604075__k119_239052	betalactone	-_cellular organisms;d_Bacteria;p_Pseudomonadota	1.20892263190542	527
ERR2604075__k119_97564	terpene	-_cellular organisms	1.18844763326324	690
ERR2604083__k119_221837	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales	1.0603514558788	241
ERR2604083__k119_40258	terpene	-_cellular organisms	1.20546742010112	97
ERR2604083__k119_164562	terpene	-_cellular organisms;d_Bacteria	1.1884942828089	391
ERR2604083__k119_173439	terpene	-_cellular organisms;d_Bacteria	0.95489697492169	334
ERR2604084__k119_235596	terpene	-_cellular organisms	1.18528258285047	97
ERR2604084__k119_89711	hglE-KS	-_cellular organisms	1.16874137217303	1045
ERR2604084__k119_237004	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae;g_Methylomonas;-_unclassified Methylomonas;s_Methylomonas sp.	1.18936392487737	500
ERR2604084__k119_138972	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota	0.998222630699036	391
ERR2604084__k119_181907	phosphonate	-_cellular organisms;d_Bacteria	1.01637219716477	16
ERR2604084__k119_270248	terpene	-_cellular organisms;d_Bacteria	1.09349029009407	241
ERR2604099__k119_9132	betalactone	-_cellular organisms;d_Bacteria	1.190527958041	527
ERR2604099__k119_157044	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Paracoccaceae	1.00401733814111	241
ERR2604099__k119_53340	terpene	-_cellular organisms;d_Bacteria	1.03099826802394	16
ERR2604099__k119_131577	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria	1.14251202288572	391
ERR2604099__k119_106311	hserlactone	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Paracoccaceae;g_Cereibacter;s_Cereibacter sphaeroides;-_Cereibacter sphaeroides 2.4.1	1.21303151221334	433
ERR2604099__k119_11854	terpene	-_cellular organisms	1.17090951741236	3
ERR2604099__k119_63588	terpene	-_cellular organisms;d_Bacteria	1.19156620446564	391
ERR2604099__k119_176704	arylpolyene	-_cellular organisms;d_Bacteria	1.0049988476501	1026
ERR2604099__k119_47736	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	1.28850114695651	847
ERR2604099__k119_238206	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Paracoccaceae	0.955532824319105	241
ERR2604075__k119_71191	terpene	-_cellular organisms;d_Bacteria	0.931686338686244	334
ERR2604075__k119_151174	terpene	-_cellular organisms;d_Bacteria	1.28293075191968	690
ERR2604075__k119_222013	betalactone	-_cellular organisms;d_Bacteria	1.22655816386591	527
ERR2604075__k119_107176	terpene	-_cellular organisms;d_Bacteria	1.04060344486316	334
ERR2604075__k119_124848	terpene	-_cellular organisms;d_Bacteria	1.06633559308116	391
ERR2604075__k119_10115	hserlactone	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria	1.04233387713039	541
ERR2604075__k119_28228	terpene	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales;f_Paracoccaceae	1.01655911967579	241
ERR2604075__k119_240826	terpene	-_cellular organisms;d_Bacteria	1.16634253571082	334
